review,sentiment
"The Darkling was a very interesting and entertaining film while F. Murray Abraham was in it. Spoilers: About halfway through, F.Murray gets zapped, because The Darkling is some kind of demon-like creature who enjoys living vicariously. He takes bums and losers and perverts them further while giving them all they want in terms of success. He feeds from their enjoyment of the Seven Deadly Sins. However, part of it is that he needs to get people who may be flawed but not completely evil. Otherwise he cannot ""pervert"" their natural goodness. That's what the little guy said in his Barry White voice, which I found both charming and amusing. Mostly amusing. Like imagine Barry White if he were a little dwarf and he was telling Aiden Gillen ""Dee Plane, Dee Plane, Bos, Here eet come, Dee Plane!"" All through the movie, Dee Dwarf (actually a robotronic cherub) talks to Aiden Gillen in the Barry White voice, saying things like ""It's OK to be bad, you know you want it."" ""Now you've committed murder, you're really moving up in the world"" and other remarks that sound like commercials for ""Being Evil"" Stores or something. It really is hilarious in a sick way.<br /><br />Anyhow, Aiden Gillen is no F. Murray Abraham, and the movie tanks as soon as Murray gets the axe (or knifed?). F. Murray brings a certain happy malevolence to his role in this film. He is a good actor. Aiden Gillen on the other hand has a permanent happy smirk on his face, and he looks like maybe his remedial English Comp. class had never hit the Mythological Characters and he could not imagine what the movie was about. The ENDING is really creepy and yet almost comical. If this movie were a parody, the ending was perfect. If it was not a parody, then it was creepy; but a cheap use of a little girl to deliver a gross-out that the movie itself could not deliver. The people who made this movie lost whatever it was that they wanted to do with it somewhere before the ending. It just ends like they just realized that they had run out of money and had to film a quickie ending.",negative
"Despite a great soundtrack and the presence of the ever amazing Rappaport and Woods, this is another one of those moronic comedies where New York throws itself at the hero in an effort by the writer and/or director to show what a zany place it is. Yeah there's some other stuff in the movie that sucks too, but that's what's important. The trend for New York independent filmmakers seems to be ""I don't need to be talented, I have NEW YORK!"" Okay, to be fair, the movie has its moments. The flashback bit about why the one guy is called Wacky Jack was pretty amusing. The script isn't a story or a plot, it's a bunch of not-good scenes tied to each other by featuring the same character.<br /><br />One of the worst things is that there's no motive behind what the characters do. Uncle Sam has the kid deliver the drugs, why? If its so important why didn't Sam do it himself? Then the lead character lies his ass off in scene after scene with absolutely nothing to gain from lying. The guy falls in love with a flight attendant with neither of them having any reason to fall in love. The characters are a bunch of pawns for the writer to move around to see if he can get anything zany to happen.<br /><br />If you're easily amused or like watching bad indie movies because they make you feel smarter than watching bad mainstream movies, watch this. If you want to see what a GOOD light hearted crime movie looks like, watch Takeshi Kitano's ""Brother"". ""Kicked In The Head"" is the perfect example of why so many people hate offbeat indie movies: A LOT OF THEM SUCK. And a note to the director: Don't be afraid to excite, amuse, enlighten or entertain the audience now and then. Being boring doesn't make you a better filmmaker than the ones who can interest me.",negative
"Superman and the Mole Men is quite possibly Superman's toughest adventures ever.<br /><br />Lois Lane and Clark Kent are sent to Silsby, home of the world's deepest oil well. While there, some radioactive mole men come up through the oil well and explore the town. Jeff Corey and many other townspeople try to dispose of the invading mole men. Can Superman change the people's ways in time to save the mole men? Can Superman warn the people in time about the radioactive danger the mole men bring?<br /><br />In my opinion, Superman and the Mole Men is a very intelligent, well-written and well-acted movie. Even though we only get to see Superman fly once briefly, It still makes a great Superman adventure. A must see for anyone.<br /><br />10/10 Stars",positive
It's terrific when a funny movie doesn't make smile you. What a pity!! This film is very boring and so long. It's simply painfull. The story is staggering without goal and no fun.<br /><br />You feel better when it's finished.,negative
"This begins a series (which I'll hopefully keep up every week-end) of films that came out during my childhood  in this case, it's one I've only managed to catch now. It was clearly intended as the last word on the subject, which basically had been debased to the level of hokum over the years; however, in its uncompromising striving for a serious-minded approach (a sure measure of which is that the protagonist is never once referred to by the name he's been known all this time the world over!), the film-makers rather lost track of the fact that the thing was intended primarily as entertainment! Consequently, we get a decidedly staid representation of events  with more care given to meticulous period reconstruction than in providing a functional thematic environment for its mythic jungle hero! Even so, Christopher Lambert rose to stardom  as did another debutante, Andie McDowell, playing his love interest (named Jane, of course)  with the title role, which he handles creditably enough under the circumstances. However, Ralph Richardson (to whom the film is dedicated, this being his swan-song) steals every scene he's in as Tarzan's natural grandfather who, in spite of showing obvious affection for his long-lost kin, can't bring himself to forget tradition in an effort to understand his predicament; the hero, in fact, is much more comfortable interacting with primates (even contriving, after having gone back home, to save his adoptive 'dad' from captivity). The film is otherwise very good to look at (with cinematography by Stanley Kubrick regular John Alcott, no less), features an appropriately grandiose score as well as remarkable make-up effects (by Rick Baker)  and, while essentially disappointing as a Tarzan outing, retains considerable value nonetheless as a prestige picture of its day.",positive
"Okay,. so I went into this loving RuPaul. I still love him/her but think a little less. This is one gross movie that shows a lot of male genitalia. THis is a spoof of the 1970s black exploitation films and is purposefully done badly. The only fun part about it for me is that all of the voices have been looped with those of drag queens, even the voices of real women. This is over an the top, nonstop, laugh your rear end off it is so stupid, badly made movie. I would never watch this again but I do appreciate what the film makers were trying to do. There is no rating on this but it would be R or even NC-17. RuPaul has done much better work.",negative
"Forget any angst-ridden documentary! This film is really an out and out comedy about a 40-yer-old porn star whose goal in life is to sing junky circuit party songs. The only problem? Colton Ford can't sing! And the film cuts away whenever he appears to be ready to burst into song. Yet Ford and equally vapid boyfriend Blake Harper whine and primp and run around in their tank tops, determined to make dreams come true. Even funnier is ""manager"" Kyle who appears to have the I.Q. of a turnip and whose collagen-injected lips look like a bee stung him. How can grown men be so self-delusional? Bwa ha ha! As for the documentary, the filmmakers don't appear to have any POV and the film is poorly structured and wildly uneven. Very little background information is provided about the three leads. Such an inclusion might have made the three seem like something other than aging West Hollywood stereotypes.",negative
"A film for mature, educated audiences...<br /><br />I saw ""Random Hearts"" in an advance screening shortly before its North American release. This romantic drama was quite a treat. I'm sure this story will not be everyone's cup of tea, especially considering the film's darkly downbeat premise. But the pic has some very uplifting strong points in its favor.<br /><br />All-time Box Office Draw Harrison Ford (""Star Wars,"" ""Raiders of the Lost Ark,"" ""The Fugitive,"" ""Air Force One,"" ""Patriot Games"") is at the top of his game as the harried and desperate Internal Affairs officer, Dutch. Ford's very subdued, nuanced performance shows quite the range he can achieve with class and determination in bringing the audience into his world of loss & betrayal. This is the perfect complex role and very different type of film for Harrison Ford to grace the screen with between his action blockbusters. Next year Harrison Ford returns to action, first for director Robert Zemeckis (""Forrest Gump,"" ""Back To The Future"") in his summer 2000 thriller, ""What Lies Beneath,"" and reportedly later in the year in the film adaptation of Tom Clancy's ""The Sum Of All Fears."" 'Fears' will be Harrison Ford's third outing as CIA operative Jack Ryan.<br /><br />Director Sydney Pollack (""Out of Africa,"" ""The Firm,"" ""Tootsie"") has a supporting role in this feature as a political advisor to Scott-Thomas' congresswoman. It's a very sharp & energetic portrayal for Pollack. Not only is Sydney Pollack a gifted director, he is also one of the most believable, natural and charming actors around (see ""Eyes Wide Shut"" as well).<br /><br />Kristin Scott-Thomas (""The English Patient,"" ""The Horse Whisperer"") shows that you don't necessarily have to be eccentric or worldly to be considered sexy. This is one of her better films, and she gives a tremendously crafted and mellowed performance that works well opposite Ford's quiet-man toughness.<br /><br />The subplots work wonderfully, especially the subplot involving Ford's character's investigation into police corruption. Look for a chilling & effective turn by ""Heat"" actor, Dennis Haysbert, who plays Detective George Beaufort, the obstacle to overcome in Dutch's investigation into police corruption.<br /><br />The rest of the supporting cast is a wonderful delight. Charles S. Dutton (whose long overdue for a film leading role) goes to show that he is one of the best character-actors around, and Bonnie Hunt, who I find extremely solid in this production, steals most of her scenes with that wonderful, charming smile as Wendy Judd.<br /><br />The technical side of Pollack's thriller is top notched. From Dave Grusin's (Pollack's ""The Firm"") perfectly surreal-feeling jazzy score, to Philippe Rousselot (""A River Runs Through It"") crisp photography, to the sharp editing that keeps the film feeling fresh, despite the film's unfortunate downer premise.<br /><br />I highly recommend this film to anyone who enjoys a good yarn of mystery, well-paced plot, character-driven stories, and romance all rolled into one. This is a terrific story about betrayal & forgiveness. It also features one of the most surprising, yet poignant, and certain to be controversial endings for a Harrison Ford film in recent times. ""Random Hearts"" is definitely one of the better films of the year.<br /><br />(***1/2 out of ****) or (8.5 out of 10.0)",positive
"This movie is outrageous, funny, ribald, sophisticated & hits the bullseye where 99 % of Hollywood movies don't even make the target. Paul Bartel should be recognized as one of the great directors of this or any era. He's the American Renoir & Bunuel _ combined!!! Glad I have the videodisc.",positive
"After Harry Reems' teenage girlfriend is raped by Zebbedy Colt (The Night-Walker), Reems becomes despondent and consoles himself by having sex with some lesbians. Meanwhile, Colt, who carries a cane and dresses like a magician, rapes some more women. Eventually, Reems decides to track him down and end his crime spree. Despite being shot on film and marginally nasty, it looks like any other 70's porno and is ineptly executed. The rape/abuse scenes are surprisingly restrained and the attempt to cash in on ""Death Wish"" is laughable. R. Bolla (""Cannibal Holocaust"") plays a cop. Colt, who is usually over-the-top, wigs out in a couple of scenes, but he's too well behaved for my money. This roughie could have been much rougher.",negative
"I saw this movie when I was very young. It is my all time favorite. I had been unable to obtain a copy until recently and viewing it brought back so many fond memories. I loved Sidney Poiter's portrayal of Porgy, he his character with such strength and courage. Pearl Bailey's part, although small, was not unlike many of our own family members. My favorite songs were and still are ""Bess You Is My Women,"" ""Porgy,Don't Let Him Handle Me"" and of course ""Summertime."" According to the guidelines, if I'm interpreting them correctly I'm unable to post where I was able to obtain my copy, Sorry. That is why I registered so that I might be able to share this info. Before registering the guidelines are not posted.<br /><br />Phone numbers, mail addresses, URLs. Availability, price, or ordering/shipping information.",positive
"This movie is like real life, by which I mean - not a lot happens in the available 2 hours or so, and not much game plan or plot is evidenced by the frequently invisible cast (their invisibility being due to the ""experimental"" lighting as mentioned by many reviewers). <br /><br />A big bore. No big surprise that Altman helms this - he is a very variable performer (yes we all loved ""Gosford Park"", but ""Pret A Porter"" anyone? Kansas City? Dr T. and the Women? Aaargh), but the fact that the raw material is a John Grisham tale, and the excellent cast that you will perceive through the gathering gloaming of your insistent slumber - makes this truly a masterpiece of bad film. And no, it is not ""so bad it's good"".<br /><br />It's just bad.",negative
"I am usually disappointed by network movies. Even flix that attract big name actors are usually ruined by the TV people. However, this one is the worst of the worst. The screenplay is weak and the acting, especially that of Tracey Pollan is abominable. I've trudged off to see my kids'high school plays and been treated to better acting. Pollan acts as if she is reading the script as she speaks. When she tries to express fear, anger or grief, it's extremely hollow. Because of the overall quality of the production I found it difficult to take it seriously. If you decide to brave this one just be prepared for a big disappointment. Scary things won't scare you, sad things won't make you sad, romance won't make you feel warm and fuzzy and you will likely be as anxious as I was to see the end arrive. ""First to die"" says a lot about this movie.",negative
"The cover of the VHS says it all: ""Without doubt, the most powerful movie of its kind since the Texas Chainsaw Massacre"". I'm a huge fan of 70's and 80's slashers and I have to say, I agree 100 %. The characters are believable, the actors have an excellent charm (especially George Kennedy as the forest-ranger). There's the twisted atmosphere, that only TCM has, an astounding soundtrack to reflect the emotions and the filming locations that are the most beautiful in the history of horror. This has to be one of the most beautifully shot horror films of all time! Jeff Lieberman as a director of this 1981 low budget film does and excellent job and with his other works (Blue Sunshine, Wrong Turn) added, he must be one of the most underrated directors in the filmindustry today.",positive
"First and foremost I would like to say, that before i watched this film i considered myself an accepting individual. Someone that cared about others, appreciated others, found no/barely any judgment against other people, and this film has (i think) changed my life or viewpoint dramatically. When i watched it, I didn't know particularly what it was about, i knew it was about some type of forbidden relationship, but other then that I was clueless, and as I began to see what was taking place between these two wonderfully depicted characters, i was in shock, disbelief, confusion and surprise. The first time i watched it, i was blind. Blind to their love, to their intimacy, to their connection, to their pureness as human beings, to their relationship. I watched it a second time, because i finally figured out how hypocritical I was being, saying to myself and others, ""Oh i accept all types of people, and try not to judge them"" while still judging this wonderful and amazingly insightful story, because of my fear I suppose. The second time I watched this film, I opened those eyes of mine that had stayed closed the first time, and really looked, not at the type of taboo relationship part that I'd heard about all my life, but simply at two human beings in love. And I loved it, i loved the storyline, i loved the slightly broken yet strong individual people in the film, i loved the sharing of feelings, and i loved the strong bonds created. It is a really eye opening, beautifully done film that made me cry at times, and I hope that people who read this and are going to watch the film eventually, remember that everyone deserves love, no matter what shape or form it is presented in....",positive
"This movie was yet another waste of time... Why oh why do I keep renting crap like this?... someone please tell me... *sigh* Oh well. back to the movie at hand: Cube Zero is probably worth it if you REALLY REALLY enjoyed the first movie, (like I did), and just want to check out what's up in the last (hopefully) movie scraped together just to keep some poor actors and screenwriters employed, then of course this is the movie for you. But if you are looking for a good movie with good acting and a fantastic plot... *evil grin* then this movie is definitely for you :-D.... OK I'm lying... At best this movie sucks. OK, I have to admit that certain elements to it was cool.. well.. coolish... and I laughed quite a few times, prolly at the wrong things, but nevertheless I was amused. :-) But all in all the few things that barely makes the ""ok"" category isn't enough to make this movie worth it at all.. Unless you count ""Manos - Hand of Fate"" one of the top ten movies EVER!",negative
"At first I was weirded out that a TV show's main character could bring the dead back to life, but then I thought I'd give it a shot. Guess what? I love ""Pushing Daisies"" and look forward to Wednesday nights just to watch it, then for the next week I watch it a few more times on my DVR. The colorful characters, witty banter, fast-paced dialogue, and new unique situations draws me in and captivates from beginning to end. Ned and Chuck Charles' relationship is interesting to watch as they work their romance around the fact that they cannot have physical contact. Even Detective Emerson Cod's character has continued to grow in complexity. And Olive Snook! Jiminy Crispies! She cracks me up! The narrator's voice is fun to listen to and the cinematography gives me the impression that I am watching a movie instead of a TV show. I have recommended my family and friends to turn on ""Pushing Daisies"" and they are hooked too!!! The show is well worth waiting a week for a new episode and if you have not seen ""P.D."", I highly recommend watching it!",positive
"I really enjoyed this movie. It took a pretty dark story-that of Shakespeare's Macbeth- and wrapped it in a quirky, often funny and poignant modern yarn.<br /><br />Kudos to the way the filmmaker brought the very different worlds of modern NYC and Macbeth's Scotland together under one roof. The opposing worlds act to<br /><br />really bring out the intrigue and comedy of the play and you have to love Harold Perrineau as the Chorus, a part which doesn't exist in the play but really helps to jazz things up. The ending stands out among little indies I've seen for it's closure and originality.",positive
"The Dinner Party could quite possibly be in my opinion the greatest adult cinema production of all time. It is produced in such an exquisite manner and the actors portray their roles excellently. The kitchen scene starring Yvonne and Juli Ashton is magnificent. The use of the butter and milk really makes the scene. Additionally, the doctor's office scene is well done. The campfire scene is filled with enjoyable action, though the choice of actors in this scene is questionable. Asia Carrera's performance in the junkyard scene is incredible, but who would expect anything less from her. The closing scene is somewhat over used in adult films, but is classic none the less. I would highly recommend this film to all fans of adult films and those casual viewers. Run out to your video store and pick it up today.",positive
"I loved this movie. I totally disagree with some (negative) critiques that I've read over the years. This was a great vehicle for Eddie Murphy! He appeared to have a great time with his part as Chandler Jarrell and he should never care about what the critics say, if he had fun doing it  and most of his audience enjoyed it! And, it WAS fun to watch as it combined some great fantasy tension with Mr. Murphy's great comedic style. You have to keep in mind that 'Golden Child' is a 'fantasy' film  just an imaginative work of magic and wonder amidst the 'real' world. During the time this film was released, I was working in a video rental store. This was one of the most popular with all our customers. Every single time, we put this one up on our monitor, ALL the copies we had went out fast with wait-list requests that kept it on the queue for months! Everyone who rented it loved it! I was the resident film critic and all my regular customers would ask my opinion before they rented  this was one of my favorites and I knew the taste of my customers so I highly recommended this one to most of them. I really feel that this film is a Sleeper  it may not have done too well at the box office  due to very poor marketing  but it hit a high in the video rental and purchase market later! (YES, I did buy this film for my own video library!). I adored the little boy who played the 'Golden Child'  J. L. Reate - but after looking at his profile in IMDb, I noticed that he never did any more films. That is sad, because he definitely had an on-screen aura and could have continued with a film career. I also adored Victor Wong, who played the Old Man (I LOVED him in his part as 'Egg Shen' in 'Big Trouble in Little China' - 1986). At any rate, this was a great film. The only drawbacks that didn't seem to fit with the theme were some of the parts that got a bit more 'adult' in nature  such as 'Chandler's rather sexual remarks about the serpent lady that was presented to him as a silhouette. It was funny, but it still was out of sync. OK, so there were a few suggestive gratuitous scenes  those were put in for the mind-set of the day perhaps. This was still an adventurous and escapist type of film which we do need today to get away from all the hard core reality and depressing fluff that we are hit with from Hollywood. Now that's Entertainment!",positive
"There have been many movies, on living the American dream. And this is one of them.<br /><br />First of all, on the technical side, there is a lot wrong. The audio is bad, i had trouble understanding the dialogs here and there, and the camera positions could have been better.<br /><br />They really tried to come up with a good movie, but for example the part where they show, how Jonathan is loosing himself in the dream,with girls, drugs and alcohol, is done very badly. The acting is very poor as well from all the characters in the movie.<br /><br />I had a hard time watching it from the beginning till end, and couldn't wait for the movie to be over.<br /><br />If your expectations are low, and you're bored on a Sunday with bad weather, watch it. If you in for a deep story with action, then this is not your movie.<br /><br />Normally i would not have give a score of 1, but of 4.5 for this movie. But the reason i gave it a 1 is because of the bad audio, and camera uses, not to mention the bad cut scenes with cheesy effects.",negative
"This is a great movie. I love it more each time i watch. Most comedies can get pretty lame because you know all the gags, but mystery men has so much integrity in the writing and characterization that watching once again -- as Ben Stiller tears at the hood ornament of the limo, or Hank Azaria says good-bye to Louise Lasser, or Geoffrey Rush flashes his fuhrer choreography, or Tom Waits mumbles while he watches the news report, or Janeane Garofalo refuses a kiss from Paul Reubens -- is a pleasure. This is pitch perfect ensemble acting. The story develops directly and consistently, the action sequences are creative and not too dominant, all the set-ups payoff by the end. Seriously, if you've seen it and it's been a while, watch it again, and if you haven't then get started. You can't watch it again until you've seen it the first time. (Wes Studi, William H. Macy, the tryouts scene. Too much good stuff!)",positive
"This movie was terrible. The first half hour is much like a... well, apologies for the lack of articulation, but it was simply a bad version of A Clockwork Orange. The first scene is almost photocopied from one of the first in Clockwork! Supposedly it was a tribute, as per the appearance of the Clockwork poster on the protagonist's wall, however ""ripoff"" is the more appropriate word. The movie felt as though it was torn right from the Kubrick classic, only filmed through a new director's eyes. A blind director. Unfortunately when it stops its massacre of Kubrick's work, the film gets even worse. As another commentator said, the deepness of this film is just shoved down your throat. Arrogant, self absorbed and ultimately meaningless drivel.<br /><br />Perhaps the protagonists ramblings would touch a nerve if there was any actual character development in this movie. I felt absolutely nothing for this guy. And I'm an alcoholic, so I figure that if anyone might be able to feel anything for him, it would be me. Awful character development, dialogue and plot.<br /><br />The worst part about this movie is the title. For a film called ""16 Years of Alcohol"", the alcoholism is hardly a factor in the flick. See first paragraph - it was such a butchering of A Clockwork Orange I can't get over it. A more suited title would have been ""16 Years of Violence,"" or, even better, ""A Clockwork Banana"".<br /><br />Just do yourself a favor and avoid this movie. If you disregard my advice and take it out anyway, drink. Trust me.",negative
"I remember this film from many years ago. Certainly the best film on the subject in my experience. The fact that I vividly remember so much of the film after so long a time testifies to its impact. <br /><br />It is difficult to comment on the level of the performances because of the language barrier. But they were nonetheless very powerful.<br /><br />This subject continues to fascinate us even with the passing of years. And it was most effectively treated here, with the proper proportion of historical perspective and skepticism.<br /><br />I wish it would be shown on TV at least once. Or at least be available on tape or DVD. Or is it? Is some art film archive hoarding a copy of it??",positive
"Leslie Nielsen hits rock bottom with this absolutely horrible comedy that is the worst mainstream film that I have ever seen. There is nothing to like about this film, as it is essentially a one-joke film, and the joke isn't all that funny. How many times are we supposed to laugh at an almost blind man making a fool out of himself? That's not funny, that's just pitiful. Nielsen seriously needs to start refusing some of these pathetic scripts, and Stanley Tong needs to stick to making Jackie Chan films, because it doesn't get much worse than this.",negative
"The brilliance of this movie is that even a competent dentist is pretty scary. It's one of man's primal fears. This movie is the nightmarish image every kid has to go through in the waiting room. Corbin Bernsen gives a surprisingly non-lackluster performance as a crazed dentist who I guess tries to kill people but he only works on their teeth so it's not really working out. In a particularly gory scene we find so-so actor Earl Boen having his teeth completely destroyed with drills and whatnot, which I guess is the absolute worst you can do when you're a killer dentist. It's a typical Brian Yuzna situation, not well written but there's gore. The plot is shoddy and at times seems to be made up on the spot but hey, it's a killer dentist movie, we've all thought of it but they did it first.",positive
"As a fan of author Gipharts lightheaded and humorous books (of which Ik Ook van Jou is not the best one), I was looking forward to see this film. I didn't catch it in cinema though, and after seeing it on to tv I'm terribly happy I resisted buying it on video. Out of a good book, they managed to make one of the worst movies in Dutch film history. All the good parts have been left out, the story is changed, not to its benefits. All humour has been cut out. What's left is a bad-acted, over dramatic, non-consistent film that I do not want to watch again ever.<br /><br />I condolate Giphart with this result, and am happy that Robbert Jan Westdijk did a hell of a better job on Giphart's topper Phileine zegt Sorry. Go see that one!",negative
"I don't know how and where do the Iranian directors get their inspiration in coming up with a plot like this. In fact, it's a very simple plot that many directors could come up with --- but may not be able to project it onto a movie the way Jafar Panahi did.<br /><br />The film is like 2 worlds revolving at the same time, one connected to the other - the football match and the battle between sexes that's going on behind the walls of the stadium.<br /><br />It makes you feel like you are in the movie and you're one of the characters, and while watching the movie, as if you also would like to have a glimpse of the football match. You will feel exactly the same excitement and sentiments as those female actors in the movie. It's gripping in a way that you wanted to see the ending, you will want to find out the verdict, you'll be dying to see what will happen to the girls.<br /><br />I like the intermittent conversations between the smoking girl and one of the military trainee. It's like venus VS mars, it really shows the difference in the thinking of men and women and the struggle of women to get equal rights and opportunity especially in a very patriarchal society like Iran.<br /><br />This is the second movie of Jafar Panahi that I have seen (the first being Crimson Gold) and am looking forward to watching some more.<br /><br />Am already hooked with Iranian movies and this one is a must-see!",positive
"This document truly opened my eyes to what people outside of the United States thought about the September 11th attacks. This film was expertly put together and presents this disaster as more than an attack on U.S. soil. The aftermath of this disaster is previewed from many different countries and perspectives. I believe that this film should be more widely distributed for this point. It also helps in the the healing process to finally see something other than news reports on the terrorist attacks. And some of the pieces are actually funny, but not abusively so. This film came highly recommended to me, and I pass on the same feeling.",positive
"It's sort of crazy, but I taped from TCM both, this german version of MGM's ""Anna Christie"", and the english one...but I got to see this one first, 'cos I'd heard that many people thought it was better than the english version.<br /><br />Without having seen the other one, I cannot compare them, but anyway this is an excellent early talkie, with a straight-from-the-heart performance by Garbo. She looks very beautiful in this film, her face shines throughout, especially when Cameraman William Daniels, gets those gorgeous close-ups of her.<br /><br />The atmosphere of the film seems different from the regular MGM stuff made on that era, it looks very similar to french or german expressionistic films from the thirties, well it was directed by a great french director, Monsieur Jacques Feyder, who had directed Garbo in 1929 in ""The Kiss"".<br /><br />Theo Shall is excellent and gives an absolutelly believable performance as Anna's sweetheart, the hard-boiled, tough, sailor, who's just a kid in man's body. Also Hans Junkermann gives a very fine performance, as Anna's alcoholic father and Salka Viertel too, as a good-hearted old cheap floozie.<br /><br />In all quite an experience, because it's the only film were you can listen to Garbo speak in a foreign language...'cos all the other films she did in either Sweden or Germany, were during the Silent Era.<br /><br />Serious Flick.",positive
"Oh, dear! This has to be one of the worst films I have ever seen. It's unbelievably repetitive; every scene seems to consist of people being gunned down, running round screaming, or being kicked in the face, which quickly becomes very dull. I wouldn't mind if the combat was even any good, but it isn't; the main character Phillips pushes the various goons over with ridiculous ease, and no matter how often he stands in full view of the Tracker, he never gets hit, even though extras and minor characters are being shot and blown up all around him. I've rarely seen a worse cast of actors (especially Don Wilson, if you can even call him an ""actor"") but that's not really surprising, given the dialogue they have to work with (sample line: ""Computers killed my brother!""). The plot is a sub-par ripoff of the excellent Terminator; the special effects are laughable. Overall, this film is just utterly dreadful. And why does everything explode?",negative
"All Grown up had a lot to live up to and there was much hype when this show was anounced. Now it's easy to explain why it didn't live up to expectations: Firstly, this show failed to create a realistic world of pre-teens in the way that Rugrats captured the world and the imagination of toddlers. Secondly, the show's character's are stereo-types (Angelica: white spoilt blond as opposed to Suzie: colored girl from modest family,...) or boring (Tommy, Chuckie) and annoying (Dil). Finally, there is not one ounce of innovation or an original plot-line. To sum up, All Grown Up is a waste of time and a bad idea for a sequel series to a show such as Rugrats. It's boring, lacks imagination and it seems that the producers don't even know how 10 to 13 year olds behave. To be accurate, shouldn't Angelica and Suzie be comparing bra sizes rather than fight over who's better at doing chores?",negative
"""Two Hands"" is a good addition to the Australian Film Catalogue.<br /><br />It is that curious mix of real life, surreal life, comedy, tragedy and love the Australians have developed on their own.<br /><br />Heath Ledger is basically a good if naive guy. Wanting to get on he falls in with a local ""Big"" Man Pando (Bryan Brown). But at the very moment he sets a first toe on the dark path to crime he meets Alex (Rose Byrne). Here is the cause of the error to change his life in ways unexpected. After getting on the wrong side of Pando accidentally, things get very bad very quickly and if not for a little otherworldly help this would have been a short sad film. Yes, Jimmy learns a few lessons in life and no one escapes uninjured in one way or another but at the end of it has a feel good feel to it. Although there is a lawless theme through the story, it is not glorified and helps to show how destructive crime can be on normal lives.<br /><br />Heath Ledger is excellent as Jimmy, innocent and savvy at the same time, Rose is hypnotic as Alex and Bryan is marvellous as usual. This is a small ensemble of characters are believable and I found myself caring about the good guys and disliking the baddies.<br /><br />This DVD is usually in the cheap aisle so I would recommend adding it too your DVD collection, it would be money well spent.<br /><br />8 out of 10",positive
Star Wars: Episode 4 .<br /><br />the best Star Wars ever. its the first movie i ever Sean were the bad guys win and its a very good ending. it really had me wait hing for the next star wars because so match stuff comes along in this movie that you just got to find out more in the last one. whit Al lot of movies i always get the feeling that it could be don bedder but not whit this one. and i Will never ever forget the part were wader tels Luke he is his father.way too cool. also love the Bob feat figure a do hes a back ground player. if you never ever Saw a star wars movie you go to she this one.its the best.<br /><br />thanks Lucas,positive
"Usually I'm the one criticizing the twenty-something Neanderthals for not being able to appreciate a film unless it has plastic t*ts, gunfights and car chases. However, in this case the film might actually have been improved with a few of those additions. At least I wouldn't have gotten bored after an hour and changed channels.<br /><br />I don't mind surreal, and I certainly don't mind having to pay attention to find subtlety or hidden meaning, but there should be some point to the whole thing. I didn't get the feeling that even the writer or director really had a broad vision of anything but were, instead, just so self-absorbed in their own pretentious visions that they became deliberately scattered. Or perhaps they just got confused themselves. Either way, I don't care. It bored the crap out of me for just over an hour with no saving grace.<br /><br />Although a whole pack of other viewers have filled up this site with excited ravings about the alleged symbolism and masterful cinematography, I must respectfully disagree. Perhaps I didn't mince through enough film classes to appreciate some inspired techniques not visible to mere mortals ...<br /><br />Or perhaps this movie was just crap. <br /><br />I give it a ""1"" and file it next to ""Ishtar.""",negative
"Don't let the title trick you into watching this movie. I read the title, saw that it came on in the middle of the night, and figured it was one of those soft porn movies. This movie is bad. If you like soft porn movies, then I'm sorry to say this isn't one. There are a lot of sex but nothing shown and they only last for 5 seconds or so.",negative
"""Such a Long Journey"" is a well crafted film, a good shoot, and a showcase for some good performances. However, the story is such a jumble of subplots and peculiar characters that it becomes a sort of Jack of all plots and master of none. Also, Western audiences will likely find the esoterics of the rather obscure Parsee culture a little much to get their arms around in 1.7 hours. Recommended for those with an interest in India.",positive
"Hindsight is a wonderful thing. Much reviled when it first appeared, (inspiring the famous review 'Me No Leica'), this precursor of ""Cabaret"" can now be looked at in comparison and it's not half bad. It's certainly no classic but it has its own wayward charm, (the film version of ""Cabaret"" follows this plot whereas the stage version changed the plot somewhat). One should, of course, resist the temptation to snicker when Laurence Harvey's Christopher Isherwood, (it keeps the original author's real name; God Knows what Isherwood thought of it), describes himself as 'a confirmed bachelor' and while Harvey is an utterly inadequate 'hero', (he's virtually asexual), and Shelly Winters woefully miscast as Fraulien Landauer, (the part Marisa Berenson played in ""Cabaret""), Julie Harris is a perfectly marvellous Sally, (it's a lovely piece of comic acting), and Anton Diffring is first-rate as Fritz, the German-Jew in love with Shelly's character. Of course, if ""Cabaret"" had never come along you might ask yourself would this ever have seen the light of day again. That it has been revived may not quite be cause for celebration but it's perfectly acceptable all the same.",positive
